timestamp,heart_rate
2024-06-19 12:57:59+02:00,63.0
2024-06-19 12:58:00+02:00,60.0
2024-06-19 12:58:01+02:00,62.0
2024-06-19 12:58:02+02:00,62.0
2024-06-19 12:58:03+02:00,63.0
2024-06-19 12:58:04+02:00,65.0
2024-06-19 12:58:05+02:00,65.0
2024-06-19 12:58:06+02:00,65.0
2024-06-19 12:58:07+02:00,65.0
2024-06-19 12:58:08+02:00,65.0
2024-06-19 12:58:09+02:00,65.0
2024-06-19 12:58:10+02:00,64.0
2024-06-19 12:58:11+02:00,63.0
2024-06-19 12:58:12+02:00,61.0
2024-06-19 12:58:13+02:00,60.0
2024-06-19 12:58:14+02:00,60.0
2024-06-19 12:58:15+02:00,58.0
2024-06-19 12:58:16+02:00,56.0
2024-06-19 12:58:17+02:00,58.0
2024-06-19 12:58:18+02:00,59.0
2024-06-19 12:58:19+02:00,59.0
2024-06-19 12:58:20+02:00,62.0
2024-06-19 12:58:21+02:00,62.0
2024-06-19 12:58:22+02:00,62.0
2024-06-19 12:58:23+02:00,62.0
2024-06-19 12:58:24+02:00,62.0
2024-06-19 12:58:25+02:00,62.0
2024-06-19 12:58:26+02:00,61.0
2024-06-19 12:58:27+02:00,59.0
2024-06-19 12:58:28+02:00,59.0
2024-06-19 12:58:29+02:00,60.0
2024-06-19 12:58:30+02:00,60.0
2024-06-19 12:58:31+02:00,60.0
2024-06-19 12:58:32+02:00,59.0
2024-06-19 12:58:33+02:00,58.0
2024-06-19 12:58:34+02:00,59.0
2024-06-19 12:58:35+02:00,59.0
2024-06-19 12:58:36+02:00,59.0
2024-06-19 12:58:37+02:00,59.0
2024-06-19 12:58:38+02:00,61.0
2024-06-19 12:58:39+02:00,62.0
2024-06-19 12:58:40+02:00,63.0
2024-06-19 12:58:41+02:00,63.0
2024-06-19 12:58:42+02:00,63.0
2024-06-19 12:58:43+02:00,63.0
2024-06-19 12:58:44+02:00,61.0
2024-06-19 12:58:45+02:00,58.0
2024-06-19 12:58:46+02:00,57.0
2024-06-19 12:58:47+02:00,58.0
2024-06-19 12:58:48+02:00,58.0
2024-06-19 12:58:49+02:00,62.0
2024-06-19 12:58:50+02:00,63.0
2024-06-19 12:58:51+02:00,63.0
2024-06-19 12:58:52+02:00,63.0
2024-06-19 12:58:53+02:00,63.0
2024-06-19 12:58:54+02:00,63.0
2024-06-19 12:58:55+02:00,62.0
2024-06-19 12:58:56+02:00,62.0
2024-06-19 12:58:57+02:00,63.0
2024-06-19 12:58:58+02:00,61.0
2024-06-19 12:58:59+02:00,61.0
2024-06-19 12:59:00+02:00,63.0
2024-06-19 12:59:01+02:00,66.0
2024-06-19 12:59:02+02:00,72.0
2024-06-19 12:59:03+02:00,72.0
2024-06-19 12:59:04+02:00,73.0
2024-06-19 12:59:05+02:00,72.0
2024-06-19 12:59:06+02:00,69.0
2024-06-19 12:59:07+02:00,66.0
2024-06-19 12:59:08+02:00,65.0
2024-06-19 12:59:09+02:00,65.0
2024-06-19 12:59:10+02:00,65.0
2024-06-19 12:59:11+02:00,62.0
2024-06-19 12:59:12+02:00,65.0
2024-06-19 12:59:13+02:00,67.0
2024-06-19 12:59:14+02:00,71.0
2024-06-19 12:59:15+02:00,75.0
2024-06-19 12:59:16+02:00,75.0
2024-06-19 12:59:17+02:00,75.0
2024-06-19 12:59:18+02:00,75.0
2024-06-19 12:59:19+02:00,75.0
2024-06-19 12:59:20+02:00,75.0
2024-06-19 12:59:21+02:00,72.0
2024-06-19 12:59:22+02:00,71.0
2024-06-19 12:59:23+02:00,68.0
2024-06-19 12:59:24+02:00,67.0
2024-06-19 12:59:25+02:00,63.0
2024-06-19 12:59:26+02:00,60.0
2024-06-19 12:59:27+02:00,60.0
2024-06-19 12:59:28+02:00,59.0
2024-06-19 12:59:29+02:00,59.0
2024-06-19 12:59:30+02:00,59.0
2024-06-19 12:59:31+02:00,58.0
2024-06-19 12:59:32+02:00,58.0
2024-06-19 12:59:33+02:00,57.0
2024-06-19 12:59:34+02:00,57.0
2024-06-19 12:59:35+02:00,57.0
2024-06-19 12:59:36+02:00,55.0
2024-06-19 12:59:37+02:00,53.0
2024-06-19 12:59:38+02:00,54.0
2024-06-19 12:59:39+02:00,56.0
2024-06-19 12:59:40+02:00,56.0
2024-06-19 12:59:41+02:00,60.0
2024-06-19 12:59:42+02:00,60.0
2024-06-19 12:59:43+02:00,60.0
2024-06-19 12:59:44+02:00,60.0
2024-06-19 12:59:45+02:00,60.0
2024-06-19 12:59:46+02:00,60.0
2024-06-19 12:59:47+02:00,60.0
2024-06-19 12:59:48+02:00,60.0
2024-06-19 12:59:49+02:00,60.0
2024-06-19 12:59:50+02:00,61.0
2024-06-19 12:59:51+02:00,63.0
2024-06-19 12:59:52+02:00,63.0
2024-06-19 12:59:53+02:00,63.0
2024-06-19 12:59:54+02:00,63.0
2024-06-19 12:59:55+02:00,63.0
2024-06-19 12:59:56+02:00,63.0
2024-06-19 12:59:57+02:00,63.0
2024-06-19 12:59:58+02:00,63.0
2024-06-19 12:59:59+02:00,63.0
2024-06-19 13:00:00+02:00,63.0
2024-06-19 13:00:01+02:00,64.0
2024-06-19 13:00:02+02:00,65.0
2024-06-19 13:00:03+02:00,65.0
2024-06-19 13:00:04+02:00,65.0
2024-06-19 13:00:05+02:00,62.0
2024-06-19 13:00:06+02:00,62.0
2024-06-19 13:00:07+02:00,62.0
2024-06-19 13:00:08+02:00,64.0
2024-06-19 13:00:09+02:00,64.0
2024-06-19 13:00:10+02:00,64.0
2024-06-19 13:00:11+02:00,62.0
2024-06-19 13:00:12+02:00,59.0
2024-06-19 13:00:13+02:00,64.0
2024-06-19 13:00:14+02:00,67.0
2024-06-19 13:00:15+02:00,69.0
2024-06-19 13:00:16+02:00,71.0
2024-06-19 13:00:17+02:00,71.0
2024-06-19 13:00:18+02:00,71.0
2024-06-19 13:00:19+02:00,71.0
2024-06-19 13:00:20+02:00,69.0
2024-06-19 13:00:21+02:00,64.0
2024-06-19 13:00:22+02:00,62.0
2024-06-19 13:00:23+02:00,63.0
2024-06-19 13:00:24+02:00,69.0
2024-06-19 13:00:25+02:00,70.0
2024-06-19 13:00:26+02:00,70.0
2024-06-19 13:00:27+02:00,70.0
2024-06-19 13:00:28+02:00,69.0
2024-06-19 13:00:29+02:00,66.0
2024-06-19 13:00:30+02:00,63.0
2024-06-19 13:00:31+02:00,63.0
2024-06-19 13:00:32+02:00,63.0
2024-06-19 13:00:33+02:00,60.0
2024-06-19 13:00:34+02:00,58.0
2024-06-19 13:00:35+02:00,57.0
2024-06-19 13:00:36+02:00,57.0
2024-06-19 13:00:37+02:00,58.0
2024-06-19 13:00:38+02:00,60.0
2024-06-19 13:00:39+02:00,65.0
2024-06-19 13:00:40+02:00,65.0
2024-06-19 13:00:41+02:00,65.0
2024-06-19 13:00:42+02:00,65.0
2024-06-19 13:00:43+02:00,65.0
2024-06-19 13:00:44+02:00,63.0
2024-06-19 13:00:45+02:00,59.0
2024-06-19 13:00:46+02:00,58.0
2024-06-19 13:00:47+02:00,57.0
2024-06-19 13:00:48+02:00,57.0
2024-06-19 13:00:49+02:00,57.0
2024-06-19 13:00:50+02:00,56.0
2024-06-19 13:00:51+02:00,58.0
2024-06-19 13:00:52+02:00,58.0
2024-06-19 13:00:53+02:00,59.0
2024-06-19 13:00:54+02:00,63.0
2024-06-19 13:00:55+02:00,65.0
2024-06-19 13:00:56+02:00,65.0
2024-06-19 13:00:57+02:00,65.0
2024-06-19 13:00:58+02:00,65.0
2024-06-19 13:00:59+02:00,65.0
2024-06-19 13:01:00+02:00,65.0
2024-06-19 13:01:01+02:00,65.0
2024-06-19 13:01:02+02:00,65.0
2024-06-19 13:01:03+02:00,64.0
2024-06-19 13:01:04+02:00,60.0
2024-06-19 13:01:05+02:00,58.0
2024-06-19 13:01:06+02:00,56.0
2024-06-19 13:01:07+02:00,57.0
2024-06-19 13:01:08+02:00,57.0
2024-06-19 13:01:09+02:00,57.0
2024-06-19 13:01:10+02:00,55.0
2024-06-19 13:01:11+02:00,54.0
2024-06-19 13:01:12+02:00,56.0
2024-06-19 13:01:13+02:00,58.0
2024-06-19 13:01:14+02:00,56.0
2024-06-19 13:01:15+02:00,55.0
2024-06-19 13:01:16+02:00,55.0
2024-06-19 13:01:17+02:00,56.0
2024-06-19 13:01:18+02:00,60.0
2024-06-19 13:01:19+02:00,61.0
2024-06-19 13:01:20+02:00,61.0
2024-06-19 13:01:21+02:00,61.0
2024-06-19 13:01:22+02:00,61.0
2024-06-19 13:01:23+02:00,61.0
2024-06-19 13:01:24+02:00,62.0
2024-06-19 13:01:25+02:00,62.0
2024-06-19 13:01:26+02:00,64.0
2024-06-19 13:01:27+02:00,64.0
2024-06-19 13:01:28+02:00,64.0
2024-06-19 13:01:29+02:00,64.0
2024-06-19 13:01:30+02:00,64.0
2024-06-19 13:01:31+02:00,64.0
2024-06-19 13:01:32+02:00,64.0
2024-06-19 13:01:33+02:00,63.0
2024-06-19 13:01:34+02:00,63.0
2024-06-19 13:01:35+02:00,63.0
2024-06-19 13:01:36+02:00,63.0
2024-06-19 13:01:37+02:00,63.0
2024-06-19 13:01:38+02:00,63.0
2024-06-19 13:01:39+02:00,63.0
2024-06-19 13:01:40+02:00,63.0
2024-06-19 13:01:41+02:00,63.0
2024-06-19 13:01:42+02:00,64.0
2024-06-19 13:01:43+02:00,64.0
2024-06-19 13:01:44+02:00,65.0
2024-06-19 13:01:45+02:00,65.0
2024-06-19 13:01:46+02:00,66.0
2024-06-19 13:01:47+02:00,72.0
2024-06-19 13:01:48+02:00,75.0
2024-06-19 13:01:49+02:00,75.0
2024-06-19 13:01:50+02:00,75.0
2024-06-19 13:01:51+02:00,75.0
2024-06-19 13:01:52+02:00,75.0
2024-06-19 13:01:53+02:00,74.0
2024-06-19 13:01:54+02:00,74.0
2024-06-19 13:01:55+02:00,71.0
2024-06-19 13:01:56+02:00,69.0
2024-06-19 13:01:57+02:00,67.0
2024-06-19 13:01:58+02:00,64.0
2024-06-19 13:01:59+02:00,63.0
2024-06-19 13:02:00+02:00,66.0
2024-06-19 13:02:01+02:00,67.0
2024-06-19 13:02:02+02:00,65.0
2024-06-19 13:02:03+02:00,63.0
2024-06-19 13:02:04+02:00,62.0
2024-06-19 13:02:05+02:00,61.0
2024-06-19 13:02:06+02:00,63.0
2024-06-19 13:02:07+02:00,64.0
2024-06-19 13:02:08+02:00,63.0
2024-06-19 13:02:09+02:00,63.0
2024-06-19 13:02:10+02:00,63.0
2024-06-19 13:02:11+02:00,63.0
2024-06-19 13:02:12+02:00,63.0
2024-06-19 13:02:13+02:00,63.0
2024-06-19 13:02:14+02:00,63.0
2024-06-19 13:02:15+02:00,62.0
2024-06-19 13:02:16+02:00,61.0
2024-06-19 13:02:17+02:00,62.0
2024-06-19 13:02:18+02:00,64.0
2024-06-19 13:02:19+02:00,65.0
2024-06-19 13:02:20+02:00,66.0
2024-06-19 13:02:21+02:00,65.0
2024-06-19 13:02:22+02:00,65.0
2024-06-19 13:02:23+02:00,64.0
2024-06-19 13:02:24+02:00,60.0
2024-06-19 13:02:25+02:00,60.0
2024-06-19 13:02:26+02:00,60.0
2024-06-19 13:02:27+02:00,60.0
2024-06-19 13:02:28+02:00,60.0
2024-06-19 13:02:29+02:00,62.0
2024-06-19 13:02:30+02:00,67.0
2024-06-19 13:02:31+02:00,67.0
2024-06-19 13:02:32+02:00,67.0
2024-06-19 13:02:33+02:00,67.0
2024-06-19 13:02:34+02:00,67.0
2024-06-19 13:02:35+02:00,67.0
2024-06-19 13:02:36+02:00,68.0
2024-06-19 13:02:37+02:00,68.0
2024-06-19 13:02:38+02:00,68.0
2024-06-19 13:02:39+02:00,68.0
2024-06-19 13:02:40+02:00,68.0
2024-06-19 13:02:41+02:00,68.0
2024-06-19 13:02:42+02:00,68.0
2024-06-19 13:02:43+02:00,68.0
2024-06-19 13:02:44+02:00,68.0
2024-06-19 13:02:45+02:00,68.0
2024-06-19 13:02:46+02:00,68.0
2024-06-19 13:02:47+02:00,68.0
2024-06-19 13:02:48+02:00,68.0
2024-06-19 13:02:49+02:00,68.0
2024-06-19 13:02:50+02:00,68.0
2024-06-19 13:02:51+02:00,68.0
2024-06-19 13:02:52+02:00,68.0
2024-06-19 13:02:53+02:00,68.0
2024-06-19 13:02:54+02:00,68.0
2024-06-19 13:02:55+02:00,69.0
2024-06-19 13:02:56+02:00,70.0
2024-06-19 13:02:57+02:00,75.0
2024-06-19 13:02:58+02:00,72.0
2024-06-19 13:02:59+02:00,73.0
2024-06-19 13:03:00+02:00,73.0
2024-06-19 13:03:01+02:00,73.0
2024-06-19 13:03:02+02:00,72.0
2024-06-19 13:03:03+02:00,72.0
2024-06-19 13:03:04+02:00,73.0
2024-06-19 13:03:05+02:00,73.0
2024-06-19 13:03:06+02:00,73.0
2024-06-19 13:03:07+02:00,73.0
2024-06-19 13:03:08+02:00,72.0
2024-06-19 13:03:09+02:00,68.0
2024-06-19 13:03:10+02:00,66.0
2024-06-19 13:03:11+02:00,63.0
2024-06-19 13:03:12+02:00,62.0
2024-06-19 13:03:13+02:00,61.0
2024-06-19 13:03:14+02:00,59.0
2024-06-19 13:03:15+02:00,57.0
2024-06-19 13:03:16+02:00,57.0
2024-06-19 13:03:17+02:00,57.0
2024-06-19 13:03:18+02:00,60.0
2024-06-19 13:03:19+02:00,62.0
2024-06-19 13:03:20+02:00,62.0
2024-06-19 13:03:21+02:00,62.0
2024-06-19 13:03:22+02:00,61.0
2024-06-19 13:03:23+02:00,59.0
2024-06-19 13:03:24+02:00,59.0
2024-06-19 13:03:25+02:00,60.0
2024-06-19 13:03:26+02:00,60.0
2024-06-19 13:03:27+02:00,60.0
2024-06-19 13:03:28+02:00,60.0
2024-06-19 13:03:29+02:00,61.0
2024-06-19 13:03:30+02:00,67.0
2024-06-19 13:03:31+02:00,67.0
2024-06-19 13:03:32+02:00,67.0
2024-06-19 13:03:33+02:00,67.0
2024-06-19 13:03:34+02:00,67.0
2024-06-19 13:03:35+02:00,65.0
2024-06-19 13:03:36+02:00,63.0
2024-06-19 13:03:37+02:00,63.0
2024-06-19 13:03:38+02:00,67.0
2024-06-19 13:03:39+02:00,70.0
2024-06-19 13:03:40+02:00,70.0
2024-06-19 13:03:41+02:00,67.0
2024-06-19 13:03:42+02:00,66.0
2024-06-19 13:03:43+02:00,63.0
2024-06-19 13:03:44+02:00,61.0
2024-06-19 13:03:45+02:00,60.0
2024-06-19 13:03:46+02:00,62.0
2024-06-19 13:03:47+02:00,62.0
2024-06-19 13:03:48+02:00,61.0
2024-06-19 13:03:49+02:00,60.0
2024-06-19 13:03:50+02:00,58.0
2024-06-19 13:03:51+02:00,56.0
2024-06-19 13:03:52+02:00,56.0
2024-06-19 13:03:53+02:00,55.0
2024-06-19 13:03:54+02:00,55.0
2024-06-19 13:03:55+02:00,55.0
2024-06-19 13:03:56+02:00,55.0
2024-06-19 13:03:57+02:00,54.0
2024-06-19 13:03:58+02:00,57.0
2024-06-19 13:03:59+02:00,58.0
2024-06-19 13:04:00+02:00,57.0
2024-06-19 13:04:01+02:00,56.0
2024-06-19 13:04:02+02:00,58.0
2024-06-19 13:04:03+02:00,61.0
2024-06-19 13:04:04+02:00,61.0
2024-06-19 13:04:05+02:00,61.0
2024-06-19 13:04:06+02:00,61.0
2024-06-19 13:04:07+02:00,61.0
2024-06-19 13:04:08+02:00,60.0
2024-06-19 13:04:09+02:00,60.0
2024-06-19 13:04:10+02:00,59.0
2024-06-19 13:04:11+02:00,59.0
2024-06-19 13:04:12+02:00,58.0
2024-06-19 13:04:13+02:00,56.0
2024-06-19 13:04:14+02:00,56.0
2024-06-19 13:04:15+02:00,55.0
2024-06-19 13:04:16+02:00,55.0
2024-06-19 13:04:17+02:00,58.0
2024-06-19 13:04:18+02:00,59.0
2024-06-19 13:04:19+02:00,57.0
2024-06-19 13:04:20+02:00,57.0
2024-06-19 13:04:21+02:00,55.0
2024-06-19 13:04:22+02:00,54.0
2024-06-19 13:04:23+02:00,53.0
2024-06-19 13:04:24+02:00,53.0
2024-06-19 13:04:25+02:00,53.0
2024-06-19 13:04:26+02:00,53.0
2024-06-19 13:04:27+02:00,54.0
2024-06-19 13:04:28+02:00,57.0
2024-06-19 13:04:29+02:00,57.0
2024-06-19 13:04:30+02:00,57.0
2024-06-19 13:04:31+02:00,57.0
2024-06-19 13:04:32+02:00,57.0
2024-06-19 13:04:33+02:00,57.0
2024-06-19 13:04:34+02:00,57.0
2024-06-19 13:04:35+02:00,56.0
2024-06-19 13:04:36+02:00,54.0
2024-06-19 13:04:37+02:00,57.0
2024-06-19 13:04:38+02:00,58.0
2024-06-19 13:04:39+02:00,58.0
2024-06-19 13:04:40+02:00,57.0
2024-06-19 13:04:41+02:00,57.0
2024-06-19 13:04:42+02:00,56.0
2024-06-19 13:04:43+02:00,56.0
2024-06-19 13:04:44+02:00,56.0
2024-06-19 13:04:45+02:00,56.0
2024-06-19 13:04:46+02:00,56.0
2024-06-19 13:04:47+02:00,56.0
2024-06-19 13:04:48+02:00,56.0
2024-06-19 13:04:49+02:00,56.0
2024-06-19 13:04:50+02:00,56.0
2024-06-19 13:04:51+02:00,58.0
2024-06-19 13:04:52+02:00,59.0
2024-06-19 13:04:53+02:00,61.0
2024-06-19 13:04:54+02:00,63.0
2024-06-19 13:04:55+02:00,61.0
2024-06-19 13:04:56+02:00,60.0
2024-06-19 13:04:57+02:00,60.0
2024-06-19 13:04:58+02:00,57.0
2024-06-19 13:04:59+02:00,57.0
2024-06-19 13:05:00+02:00,56.0
2024-06-19 13:05:01+02:00,58.0
2024-06-19 13:05:02+02:00,59.0
2024-06-19 13:05:03+02:00,56.0
2024-06-19 13:05:04+02:00,55.0
2024-06-19 13:05:05+02:00,58.0
2024-06-19 13:05:06+02:00,61.0
2024-06-19 13:05:07+02:00,61.0
2024-06-19 13:05:08+02:00,61.0
2024-06-19 13:05:09+02:00,61.0
2024-06-19 13:05:10+02:00,61.0
2024-06-19 13:05:11+02:00,60.0
2024-06-19 13:05:12+02:00,57.0
2024-06-19 13:05:13+02:00,59.0
2024-06-19 13:05:14+02:00,60.0
2024-06-19 13:05:15+02:00,60.0
2024-06-19 13:05:16+02:00,57.0
2024-06-19 13:05:17+02:00,56.0
2024-06-19 13:05:18+02:00,56.0
2024-06-19 13:05:19+02:00,56.0
2024-06-19 13:05:20+02:00,56.0
2024-06-19 13:05:21+02:00,57.0
2024-06-19 13:05:22+02:00,60.0
2024-06-19 13:05:23+02:00,60.0
2024-06-19 13:05:24+02:00,60.0
2024-06-19 13:05:25+02:00,60.0
2024-06-19 13:05:26+02:00,60.0
2024-06-19 13:05:27+02:00,57.0
2024-06-19 13:05:28+02:00,55.0
2024-06-19 13:05:29+02:00,56.0
2024-06-19 13:05:30+02:00,56.0
2024-06-19 13:05:31+02:00,56.0
2024-06-19 13:05:32+02:00,55.0
2024-06-19 13:05:33+02:00,55.0
2024-06-19 13:05:34+02:00,55.0
2024-06-19 13:05:35+02:00,55.0
2024-06-19 13:05:36+02:00,56.0
2024-06-19 13:05:37+02:00,56.0
2024-06-19 13:05:38+02:00,57.0
2024-06-19 13:05:39+02:00,57.0
2024-06-19 13:05:40+02:00,59.0
2024-06-19 13:05:41+02:00,61.0
2024-06-19 13:05:42+02:00,61.0
2024-06-19 13:05:43+02:00,60.0
2024-06-19 13:05:44+02:00,58.0
2024-06-19 13:05:45+02:00,57.0
2024-06-19 13:05:46+02:00,57.0
2024-06-19 13:05:47+02:00,58.0
2024-06-19 13:05:48+02:00,59.0
2024-06-19 13:05:49+02:00,58.0
2024-06-19 13:05:50+02:00,58.0
2024-06-19 13:05:51+02:00,58.0
2024-06-19 13:05:52+02:00,58.0
2024-06-19 13:05:53+02:00,58.0
2024-06-19 13:05:54+02:00,58.0
2024-06-19 13:05:55+02:00,58.0
2024-06-19 13:05:56+02:00,58.0
2024-06-19 13:05:57+02:00,58.0
2024-06-19 13:05:58+02:00,58.0
2024-06-19 13:05:59+02:00,58.0
2024-06-19 13:06:00+02:00,59.0
2024-06-19 13:06:01+02:00,58.0
2024-06-19 13:06:02+02:00,57.0
2024-06-19 13:06:03+02:00,57.0
2024-06-19 13:06:04+02:00,57.0
2024-06-19 13:06:05+02:00,57.0
2024-06-19 13:06:06+02:00,57.0
2024-06-19 13:06:07+02:00,57.0
2024-06-19 13:06:08+02:00,57.0
2024-06-19 13:06:09+02:00,57.0
2024-06-19 13:06:10+02:00,58.0
2024-06-19 13:06:11+02:00,58.0
2024-06-19 13:06:12+02:00,57.0
2024-06-19 13:06:13+02:00,57.0
2024-06-19 13:06:14+02:00,57.0
2024-06-19 13:06:15+02:00,57.0
2024-06-19 13:06:16+02:00,57.0
2024-06-19 13:06:17+02:00,57.0
2024-06-19 13:06:18+02:00,57.0
2024-06-19 13:06:19+02:00,57.0
2024-06-19 13:06:20+02:00,56.0
2024-06-19 13:06:21+02:00,54.0
2024-06-19 13:06:22+02:00,56.0
2024-06-19 13:06:23+02:00,57.0
2024-06-19 13:06:24+02:00,57.0
2024-06-19 13:06:25+02:00,57.0
2024-06-19 13:06:26+02:00,57.0
2024-06-19 13:06:27+02:00,57.0
2024-06-19 13:06:28+02:00,
2024-06-19 13:06:29+02:00,
2024-06-19 13:06:30+02:00,73.0
2024-06-19 13:06:31+02:00,
2024-06-19 13:06:32+02:00,
2024-06-19 13:06:33+02:00,
2024-06-19 13:06:34+02:00,70.0
2024-06-19 13:06:35+02:00,73.0
2024-06-19 13:06:36+02:00,72.0
2024-06-19 13:06:37+02:00,72.0
2024-06-19 13:06:38+02:00,73.0
2024-06-19 13:06:39+02:00,74.0
2024-06-19 13:06:40+02:00,75.0
2024-06-19 13:06:41+02:00,74.0
2024-06-19 13:06:42+02:00,74.0
2024-06-19 13:06:43+02:00,65.0
2024-06-19 13:06:44+02:00,64.0
2024-06-19 13:06:45+02:00,64.0
2024-06-19 13:06:46+02:00,64.0
2024-06-19 13:06:47+02:00,64.0
2024-06-19 13:06:48+02:00,64.0
2024-06-19 13:06:49+02:00,64.0
2024-06-19 13:06:50+02:00,64.0
2024-06-19 13:06:51+02:00,64.0
2024-06-19 13:06:52+02:00,65.0
2024-06-19 13:06:53+02:00,65.0
2024-06-19 13:06:54+02:00,65.0
2024-06-19 13:06:55+02:00,64.0
2024-06-19 13:06:56+02:00,64.0
2024-06-19 13:06:57+02:00,64.0
2024-06-19 13:06:58+02:00,63.0
2024-06-19 13:06:59+02:00,63.0
2024-06-19 13:07:00+02:00,63.0
2024-06-19 13:07:01+02:00,62.0
2024-06-19 13:07:02+02:00,62.0
2024-06-19 13:07:03+02:00,62.0
2024-06-19 13:07:04+02:00,61.0
2024-06-19 13:07:05+02:00,64.0
2024-06-19 13:07:06+02:00,64.0
2024-06-19 13:07:07+02:00,63.0
2024-06-19 13:07:08+02:00,61.0
2024-06-19 13:07:09+02:00,64.0
2024-06-19 13:07:10+02:00,63.0
2024-06-19 13:07:11+02:00,62.0
2024-06-19 13:07:12+02:00,62.0
2024-06-19 13:07:13+02:00,61.0
2024-06-19 13:07:14+02:00,61.0
2024-06-19 13:07:15+02:00,61.0
2024-06-19 13:07:16+02:00,60.0
2024-06-19 13:07:17+02:00,61.0
2024-06-19 13:07:18+02:00,61.0
2024-06-19 13:07:19+02:00,61.0
2024-06-19 13:07:20+02:00,60.0
2024-06-19 13:07:21+02:00,60.0
2024-06-19 13:07:22+02:00,60.0
2024-06-19 13:07:23+02:00,60.0
2024-06-19 13:07:24+02:00,60.0
2024-06-19 13:07:25+02:00,60.0
2024-06-19 13:07:26+02:00,61.0
2024-06-19 13:07:27+02:00,61.0
2024-06-19 13:07:28+02:00,62.0
2024-06-19 13:07:29+02:00,63.0
2024-06-19 13:07:30+02:00,65.0
2024-06-19 13:07:31+02:00,66.0
2024-06-19 13:07:32+02:00,66.0
2024-06-19 13:07:33+02:00,66.0
2024-06-19 13:07:34+02:00,66.0
2024-06-19 13:07:35+02:00,66.0
2024-06-19 13:07:36+02:00,65.0
2024-06-19 13:07:37+02:00,65.0
2024-06-19 13:07:38+02:00,65.0
2024-06-19 13:07:39+02:00,65.0
2024-06-19 13:07:40+02:00,64.0
2024-06-19 13:07:41+02:00,63.0
2024-06-19 13:07:42+02:00,63.0
2024-06-19 13:07:43+02:00,63.0
2024-06-19 13:07:44+02:00,61.0
2024-06-19 13:07:45+02:00,61.0
2024-06-19 13:07:46+02:00,60.0
2024-06-19 13:07:47+02:00,59.0
2024-06-19 13:07:48+02:00,58.0
2024-06-19 13:07:49+02:00,57.0
2024-06-19 13:07:50+02:00,56.0
2024-06-19 13:07:51+02:00,56.0
2024-06-19 13:07:52+02:00,55.0
2024-06-19 13:07:53+02:00,55.0
2024-06-19 13:07:54+02:00,54.0
2024-06-19 13:07:55+02:00,54.0
2024-06-19 13:07:56+02:00,55.0
2024-06-19 13:07:57+02:00,56.0
2024-06-19 13:07:58+02:00,57.0
2024-06-19 13:07:59+02:00,57.0
2024-06-19 13:08:00+02:00,58.0
2024-06-19 13:08:01+02:00,59.0
2024-06-19 13:08:02+02:00,60.0
2024-06-19 13:08:03+02:00,60.0
2024-06-19 13:08:04+02:00,61.0
2024-06-19 13:08:05+02:00,62.0
2024-06-19 13:08:06+02:00,62.0
2024-06-19 13:08:07+02:00,63.0
2024-06-19 13:08:08+02:00,64.0
2024-06-19 13:08:09+02:00,65.0
2024-06-19 13:08:10+02:00,67.0
2024-06-19 13:08:11+02:00,68.0
2024-06-19 13:08:12+02:00,69.0
2024-06-19 13:08:13+02:00,70.0
2024-06-19 13:08:14+02:00,71.0
2024-06-19 13:08:15+02:00,71.0
2024-06-19 13:08:16+02:00,71.0
2024-06-19 13:08:17+02:00,71.0
2024-06-19 13:08:17+02:00,
2024-06-19 13:08:17+02:00,
2024-06-19 13:08:17+02:00,
2024-06-19 13:08:17+02:00,
2024-06-19 13:08:20+02:00,
2024-06-19 13:08:20+02:00,
2024-06-19 13:08:20+02:00,
